repo,metamodels,originals,originals_links,label 1 reviewer 1,label 2 reviewer 1,label 1 reviewer 2,label 2 reviewer 2,Final label 1,Final label 2,labeller
https://github.com/MartinLoeper/KAMP-Installer-Index,MartinLoeper$KAMP-Installer-Index$setups#models#Targlets.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#Projects.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#Predicates.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#SetupTarglets.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#WorkingSets.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#Mylyn.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#PDE.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#Workbench.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#Git.ecore || MartinLoeper$KAMP-Installer-Index$setups#models#Resources.ecore,nittka$oomph-playground$setups#models#Targlets.ecore || nittka$oomph-playground$setups#models#Projects.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.predicates#model#Predicates.ecore || nittka$oomph-playground$setups#models#SetupTarglets.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#workingsets.ecore || peterkir$org.eclipse.oomph$setups#models#Mylyn.ecore || peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.pde#model#PDE.ecore || DuaneNielsen$APMFieldDev$setups#models#Workbench.ecore || nittka$oomph-playground$setups#models#Git.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.resources#model#Resources.ecore,https://github.com/nittka/oomph-playground || https://github.com/nittka/oomph-playground || https://github.com/Serranya/org.eclipse.oomph || https://github.com/nittka/oomph-playground || https://github.com/Serranya/org.eclipse.oomph || https://github.com/peterkir/org.eclipse.oomph || https://github.com/peterkir/org.eclipse.oomph || https://github.com/DuaneNielsen/APMFieldDev || https://github.com/nittka/oomph-playground || https://github.com/Serranya/org.eclipse.oomph,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/CoCoResearch/PLConfiguration,CoCoResearch$PLConfiguration$SearchStrategies#CoCoStandalone#metamodels#coCoMM.ecore || CoCoResearch$PLConfiguration$SearchStrategies#CoCoStandalone#metamodels#Test7.ecore,CoCoResearch$FSGCLoud$MultiCloud#metamodel#coCoMM.ecore || CoCoResearch$FSGCLoud$MultiCloud#metamodel#Test7.ecore,https://github.com/CoCoResearch/FSGCLoud || https://github.com/CoCoResearch/FSGCLoud,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/atlanmod/emfviews,atlanmod$emfviews$examples#13_view_with_ocl#models#contentfwk.ecore || atlanmod$emfviews$examples#14_view_with_ocl_and_ecl#models#contentfwk.ecore || atlanmod$emfviews$plugins#org.atlanmod.emfviews.virtuallinks#resource#VirtualLinks.ecore || atlanmod$emfviews$tests#org.atlanmod.emfviews.tests#resources#metamodels#contentfwk.ecore || atlanmod$emfviews$tests#org.atlanmod.emfviews.tests#resources#metamodels#minimalref.ecore || atlanmod$emfviews$examples#2_EAview#1_viewpoint#myEAviewpoint.ecore || atlanmod$emfviews$examples#traceability-demo#metamodels#trace.ecore,ObeoNetwork$TOGAF-Designer$plugins#org.obeonetwork.dsl.togaf.contentfwk#model#contentfwk.ecore || ObeoNetwork$TOGAF-Designer$plugins#org.obeonetwork.dsl.togaf.contentfwk#model#contentfwk.ecore || fmdkdd$monoge$atl-performance#metamodels#VirtualLinks.ecore || ObeoNetwork$TOGAF-Designer$plugins#org.obeonetwork.dsl.togaf.contentfwk#model#contentfwk.ecore || fmdkdd$monoge$emfviews-test#resources#metamodels#minimalref.ecore || atlanmod$emfviewsSQL$examples#2_EAview#1_viewtype#myEAviewpoint.ecore || atlanmod$scalable-views-heterogeneous-models$trace-neoemf#metamodels#trace-neoemf.ecore,https://github.com/ObeoNetwork/TOGAF-Designer || https://github.com/ObeoNetwork/TOGAF-Designer || https://github.com/fmdkdd/monoge || https://github.com/ObeoNetwork/TOGAF-Designer || https://github.com/fmdkdd/monoge || https://github.com/atlanmod/emfviewsSQL || https://github.com/atlanmod/scalable-views-heterogeneous-models,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/jonahgraham/org.eclipse.ease.core,jonahgraham$org.eclipse.ease.core$plugins#org.eclipse.ease.ui.scripts#model#ScriptRepository.ecore,DinisCruz$org.eclipse.e4.scripting$Plugins#core#org.eclipse.ease.ui#model#ScriptRepository.ecore,https://github.com/DinisCruz/org.eclipse.e4.scripting,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/akane34/emf_compare_programatically,akane34$emf_compare_programatically$metamodels#diff.ecore || akane34$emf_compare_programatically$metamodels#html.ecore || akane34$emf_compare_programatically$metamodels#openAPI.ecore,daprieto1$API-Adaptation$Diff#models#diff.ecore || atlanmod$org.eclipse.atl.reactive$usecases#org.eclipse.m2m.atl.research.aml#plugins#org.eclipse.m2m.atl.research.aml.engine#Metamodels#HTML.ecore || opendata-for-all$APIDiscoverer$metamodel#openapi.metamodel#model#openAPI.ecore,https://github.com/daprieto1/API-Adaptation || https://github.com/atlanmod/org.eclipse.atl.reactive || https://github.com/opendata-for-all/APIDiscoverer,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
https://github.com/xored/rcptt,xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.platform#model#objects.ecore || xored$rcptt$modules#rap#bundles#core#org.eclipse.rcptt.tesla.ecl.rap#model#tesla.ecore || xored$rcptt$core#verifications#org.eclipse.rcptt.verifications.log#model#log.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.debug.runtime#model#model.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.operations#model#operations.ecore || xored$rcptt$modules#nebula#plugins#org.eclipse.rcptt.tesla.nebula.ecl#model#nebula.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.filesystem#model#filesystem.ecore || xored$rcptt$modules#testrail#plugins#org.eclipse.rcptt.testrail.ecl#model#testrail.ecore || xored$rcptt$core#verifications#org.eclipse.rcptt.verifications#models#status.ecore || xored$rcptt$core#org.eclipse.rcptt.reporting#model#reporting.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.parser#model#ast.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.platform.ui#model#commands.ecore || xored$rcptt$testing#org.eclipse.rcptt.testing.ecl#model#commands.ecore || xored$rcptt$core#contexts#org.eclipse.rcptt.ctx.preferences#models#preferences.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.platform#model#commands.ecore || xored$rcptt$core#org.eclipse.rcptt.resources#model#workspace.ecore || xored$rcptt$core#verifications#org.eclipse.rcptt.verifications.text#models#text.ecore || xored$rcptt$core#org.eclipse.rcptt.tesla.core#models#protocol.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.interop#model#interop.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.debug.runtime#model#commands.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.perf#model#perf.ecore || xored$rcptt$core#org.eclipse.rcptt.core.scenario#models#scenario.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.data#model#commands.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.data.apache.poi#model#commands.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.data#model#objects.ecore || xored$rcptt$core#org.eclipse.rcptt.core.ecl.core#model#model.ecore || xored$rcptt$core#contexts#org.eclipse.rcptt.ctx.debug#model#debug.ecore || xored$rcptt$modules#rap#bundles#ecl#org.eclipse.rcptt.ecl.platform.ui.rap#model#commands.ecore || xored$rcptt$ecl#tests#org.eclipse.rcptt.ecl.core.tests#model#model.ecore || xored$rcptt$launching#org.eclipse.rcptt.launching.injection#models#injection.ecore || xored$rcptt$core#org.eclipse.rcptt.tesla.core#models#diagram.ecore || xored$rcptt$ecl#plugins#org.eclipse.rcptt.ecl.core#model#ecl.ecore,xored$ecl$plugins#org.eclipse.ecl.platform#model#objects.ecore || ts391$Earthquake$modules#rap#bundles#core#org.eclipse.rcptt.tesla.ecl.rap#model#tesla.ecore || ts391$Earthquake$core#verifications#org.eclipse.rcptt.verifications.log#model#log.ecore || xored$ecl$plugins#org.eclipse.ecl.debug.runtime#model#model.ecore || xored$ecl$plugins#org.eclipse.ecl.operations#model#operations.ecore || ts391$Earthquake$modules#nebula#plugins#org.eclipse.rcptt.tesla.nebula.ecl#model#nebula.ecore || xored$ecl$plugins#org.eclipse.ecl.filesystem#model#filesystem.ecore || ts391$Earthquake$modules#testrail#plugins#org.eclipse.rcptt.testrail.ecl#model#testrail.ecore || ts391$Earthquake$core#verifications#org.eclipse.rcptt.verifications#models#status.ecore || ts391$Earthquake$core#org.eclipse.rcptt.reporting#model#reporting.ecore || xored$ecl$plugins#org.eclipse.ecl.parser#model#ast.ecore || xored$ecl$plugins#org.eclipse.ecl.platform.ui#model#commands.ecore || ts391$Earthquake$testing#org.eclipse.rcptt.testing.ecl#model#commands.ecore || ts391$Earthquake$core#contexts#org.eclipse.rcptt.ctx.preferences#models#preferences.ecore || xored$ecl$plugins#org.eclipse.ecl.platform#model#commands.ecore || ts391$Earthquake$core#contexts#org.eclipse.rcptt.ctx.resources#models#workspace.ecore || ts391$Earthquake$core#verifications#org.eclipse.rcptt.verifications.text#models#text.ecore || ts391$Earthquake$core#org.eclipse.rcptt.tesla.core#models#protocol.ecore || xored$ecl$plugins#org.eclipse.ecl.interop#model#interop.ecore || xored$ecl$plugins#org.eclipse.ecl.debug.runtime#model#commands.ecore || xored$ecl$plugins#org.eclipse.ecl.perf#model#perf.ecore || ts391$Earthquake$core#org.eclipse.rcptt.core.scenario#models#scenario.ecore || ts391$Earthquake$ecl#plugins#org.eclipse.rcptt.ecl.data#model#commands.ecore || ts391$Earthquake$ecl#plugins#org.eclipse.rcptt.ecl.data.apache.poi#model#commands.ecore || ts391$Earthquake$ecl#plugins#org.eclipse.rcptt.ecl.data#model#objects.ecore || ts391$Earthquake$core#org.eclipse.rcptt.core.ecl.core#model#model.ecore || ts391$Earthquake$core#contexts#org.eclipse.rcptt.ctx.debug#model#debug.ecore || xored$ecl$plugins#org.eclipse.ecl.platform.ui#model#commands.ecore || xored$ecl$tests#org.eclipse.ecl.core.tests#model#model.ecore || ts391$Earthquake$launching#org.eclipse.rcptt.launching.injection#models#injection.ecore || ts391$Earthquake$core#org.eclipse.rcptt.tesla.core#models#diagram.ecore || xored$ecl$plugins#org.eclipse.ecl.core#model#ecl.ecore,https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/xored/ecl || https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/xored/ecl || https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/xored/ecl || https://github.com/xored/ecl || https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/xored/ecl || https://github.com/xored/ecl || https://github.com/ts391/Earthquake || https://github.com/ts391/Earthquake || https://github.com/xored/ecl,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/3GF/era_dev,3GF$era_dev$sys-src#era.foss.erf.exporter.m2m#model#rif_11.ecore,cpnatwork$era_origodump_dev$sys-src#era.foss.erf.exporter.m2m#model#rif_11.ecore,https://github.com/cpnatwork/era_origodump_dev,Duplication of another repository,,Duplication of another repository,,,,A
https://github.com/abreslav/astrans,abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testSkipping#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testChangeInheritance#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testResolveReferences#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testResolveReferences#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#backtranscodegen#testEverything#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testChangeInheritance#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testTranslateReferences#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testAstransToAstransast#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testSkipping#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testMapping#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testAstransToAstransast#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#backtranscodegen#testProvidingScopeInformation#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testCreateClass#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testSkipping#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testTranslateReferences#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testCreateClass#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testMapping#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testMapping#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testAstransToAstransast#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testChangeInheritance#output.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testCreateClass#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#bootstrap#astransast.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#backtranscodegen#testEverything#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testResolveReferences#expected.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#interpreter#testTranslateReferences#input.ecore || abreslav$astrans$ru.ifmo.rain.astrans.tests#testData#backtranscodegen#testProvidingScopeInformation#input.ecore,abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testSkipping#output.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testSkipping#output.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.ast#model#astransast.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$astrans#ru.ifmo.rain.astrans.interpreter#test_data#testMapping#output.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore || abreslav-from-google-code$abreslav$ru.ifmo.rain.astrans.ecore#model#astrans.ecore,https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav || https://github.com/abreslav-from-google-code/abreslav,Testing/benchmarking/exampling of tools,,Duplication of another repository,,Duplication of another repository,,A
https://github.com/daemonblade/freebsd-eclipse,daemonblade$freebsd-eclipse$eclipse.platform.releng.aggregator#eclipse.platform.ui#tests#org.eclipse.e4.emf.xpath.test#model#XPathTest.ecore || daemonblade$freebsd-eclipse$eclipse.platform.releng.aggregator#eclipse.platform.ui#bundles#org.eclipse.e4.ui.model.workbench#model#UIElements.ecore || daemonblade$freebsd-eclipse$eclipse.platform.releng.aggregator#eclipse.platform.ui#bundles#org.eclipse.e4.ui.model.workbench#model#ModelFragment.ecore,sitender2018$Datasets$tests#org.eclipse.e4.emf.xpath.test#model#XPathTest.ecore || penghzhang$Jface$bundles#org.eclipse.e4.ui.model.workbench#model#UIElements.ecore || qualidafial$eclipse.platform.ui$bundles#org.eclipse.e4.ui.model.workbench#model#ModelFragment.ecore,https://github.com/sitender2018/Datasets || https://github.com/penghzhang/Jface || https://github.com/qualidafial/eclipse.platform.ui,Dependency projects added to the repository,,Dependency projects added to the repository,,,,A
https://github.com/artist-project/ARTIST-BFT,artist-project$ARTIST-BFT$binaries#BFT-BSW#eclipse-bft#configuration#org.eclipse.osgi#bundles#55#1#.cp#model#AcceleoWizardModel.ecore,maxmiller$pml$workspaceEMF#.metadata#.plugins#org.eclipse.pde.core#Eclipse Application#org.eclipse.osgi#bundles#2991#1#.cp#model#AcceleoWizardModel.ecore,https://github.com/maxmiller/pml,Unknown/missing information,,Unknown/missing information,,,,A
https://github.com/asenac/e4c,asenac$e4c$tests#compilation-tests#CST.ecore || asenac$e4c$tests#compilation-tests#IDLMM.ecore || asenac$e4c$tests#generation-tests#SVG.ecore || asenac$e4c$tests#generation-tests#MyDsl.ecore || asenac$e4c$ecore#Ecore.ecore || asenac$e4c$tests#generation-tests#KDM.ecore || asenac$e4c$tests#generation-tests#Xtext.ecore || asenac$e4c$tests#compilation-tests#PrimitiveTypes.ecore || asenac$e4c$tests#generation-tests#emof.ecore || asenac$e4c$tests#generation-tests#Make.ecore || asenac$e4c$tests#compilation-tests#C.ecore,davidediruscio$evoss$it.univaq.mancoosi.injectors.packages#files#metamodels#CST.ecore || catedrasaes-umu$idl4emf$org.csu.idl.idlmm#model#IDLMM.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#SVG.ecore || abubeck$eclipse-snippets$xtext-indenting#org.xtext.example.mydsl#src-gen#org#xtext#example#MyDsl.ecore || olegsergeyev$lab$plugins#org.eclipse.emf.ecore#model#Ecore.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#KDM.ecore || vorburger$codingvienna$org.eclipse.xtext#src#org#eclipse#xtext#Xtext.ecore || FURCAS-dev$FURCAS$DSLEngineering#com.sap.furcas.test#scenarioFixtures#FPath.ecore || rwl$cimgym$RollQVT#model#emof.ecore || DevBoost$EMFText$Incubation#org.emftext.metamodelstatistics#models#Make.ecore || evertonlga$mestradotool$Mestrado#metamodels#C.ecore,https://github.com/davidediruscio/evoss || https://github.com/catedrasaes-umu/idl4emf || https://github.com/DevBoost/EMFText || https://github.com/abubeck/eclipse-snippets || https://github.com/olegsergeyev/lab || https://github.com/DevBoost/EMFText || https://github.com/vorburger/codingvienna || https://github.com/FURCAS-dev/FURCAS || https://github.com/rwl/cimgym || https://github.com/DevBoost/EMFText || https://github.com/evertonlga/mestradotool,Testing/benchmarking/exampling of tools,,Testing/benchmarking/exampling of tools,,,,A
https://github.com/grbeni/Y2U,grbeni$Y2U$org.yakindu.sct.model.stext#model#SText.ecore,Yakindu$statecharts$plugins#org.yakindu.sct.model.stext#model#SText.ecore,https://github.com/Yakindu/statecharts,Dependency projects added to the repository,,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,A
https://github.com/nittka/oomph-playground,nittka$oomph-playground$setups#models#Predicates.ecore || nittka$oomph-playground$setups#models#Resources.ecore || nittka$oomph-playground$setups#models#Workbench.ecore || nittka$oomph-playground$setups#models#Mylyn.ecore || nittka$oomph-playground$setups#models#WorkingSets.ecore || nittka$oomph-playground$setups#models#PDE.ecore,Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.predicates#model#Predicates.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.resources#model#Resources.ecore || DuaneNielsen$APMFieldDev$setups#models#Workbench.ecore || peterkir$org.eclipse.oomph$setups#models#Mylyn.ecore || Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#workingsets.ecore || peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.pde#model#PDE.ecore,https://github.com/Serranya/org.eclipse.oomph || https://github.com/Serranya/org.eclipse.oomph || https://github.com/DuaneNielsen/APMFieldDev || https://github.com/peterkir/org.eclipse.oomph || https://github.com/Serranya/org.eclipse.oomph || https://github.com/peterkir/org.eclipse.oomph,Meta-model(s) reused as part of the main tooling,,Meta-model(s) reused as part of the main tooling,,,,A
