repo;url;files;label 1 reviewer 1;label 2 reviewer 1;label 3 reviewer 1;label 1 reviewer 2;label 2 reviewer 2;label 3 reviewer 2;Final label 1;Final label 2;Final label 3;labeller
dresden-ocl/legacy;https://github.com/dresden-ocl/legacy;"[[""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.testautomation#tests#models#benchmark.model.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.benchmark#src#tudresden#ocl20#benchmark#testdata#b1#CivilStatusWorld.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.testautomation#tests#benchmark#tudresden#ocl20#benchmark#testdata#b1#CivilStatusWorld.ecore""], [""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.testautomation#tests#benchmark#tudresden#ocl20#benchmark#testdata#b2#CivilStatusWorld.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.benchmark#src#tudresden#ocl20#benchmark#testdata#b2#CivilStatusWorld.ecore""], [""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.benchmark#src#tudresden#ocl20#benchmark#testdata#b3#CivilStatusWorld.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.testautomation#tests#benchmark#tudresden#ocl20#benchmark#testdata#b3#CivilStatusWorld.ecore""], [""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.benchmark#src#tudresden#ocl20#benchmark#testdata#common#DummyWorld.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.testautomation#tests#benchmark#tudresden#ocl20#benchmark#testdata#common#DummyWorld.ecore""], [""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.benchmark#src#tudresden#ocl20#benchmark#testdata#b4#DummyWorld.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#deprecated#tudresden.ocl20.testautomation#tests#benchmark#tudresden#ocl20#benchmark#testdata#b4#DummyWorld.ecore""], [""dresden-ocl$legacy$ocl20forEclipse#standalone#tudresden.ocl20.pivot.standalone.example#resources#model#pml.ecore"", ""dresden-ocl$legacy$ocl20forEclipse#eclipse#tudresden.ocl20.pivot.examples.pml#model#pml.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
HerrAugust/University;https://github.com/HerrAugust/University;"[[""HerrAugust$University$Model-Driven Engineering#homework1#model#Metamodels#EMFWebApplication2.ecore"", ""HerrAugust$University$Model-Driven Engineering#homework2#model#Metamodel#EMFWebApplication2.ecore"", ""HerrAugust$University$Model-Driven Engineering#homework3#homework3_EMF#model#EMFWebApplication2.ecore"", ""HerrAugust$University$Model-Driven Engineering#homework4#model#EMFWebApplication.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;J
KROKIteam/KROKI-mockup-tool;https://github.com/KROKIteam/KROKI-mockup-tool;"[[""KROKIteam$KROKI-mockup-tool$KrokiMockupTool#libECore#org.eclipse.uml2.uml#model#CMOF24.ecore"", ""KROKIteam$KROKI-mockup-tool$KrokiMockupTool#libECore#org.eclipse.uml2.uml#model#CMOF.ecore""]]";Coexistence of metamodel versions;;;Coexistence of metamodel versions;;;;;;J
rominaeramo/JTLframework;https://github.com/rominaeramo/JTLframework;"[[""rominaeramo$JTLframework$src#it.univaq.mde.students.jtl2asp.multirelation#Metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#it.univaq.mde.students.jtl2asp.nomultirelation#Metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$src#it.univaq.mde.students.jtl2asp.nomultirelation_condition#Metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#it.univaq.mde.students.jtl2asp.nomultirelation_condition#Metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$src#it.univaq.mde.students.jtl2asp.nomultirelation#Metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#it.univaq.mde.students.jtl2asp.multirelation#Metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$JTL-emftext#org.emftext.language.JTLMM#metamodel#JTLMM.ecore"", ""rominaeramo$JTLframework$src#org.emftext.language.JTLMM#metamodel#JTLMM.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#org.eclipse.m2m.atl.jtl2asp.nomultirelation#metamodels#JTL_nuovo.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#org.eclipse.m2m.atl.jtl2asp.multirelation#metamodels#JTL_nuovo.ecore""], [""rominaeramo$JTLframework$src#it.univaq.mde.students.jtl2asp.nomultirelation#Metamodels#ASP.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#it.univaq.mde.students.jtl2asp.nomultirelation#Metamodels#ASP.ecore"", ""rominaeramo$JTLframework$src#it.univaq.mde.students.jtl2asp.multirelation#Metamodels#ASP.ecore"", ""rominaeramo$JTLframework$src#it.univaq.mde.students.jtl2asp.nomultirelation_condition#Metamodels#ASP.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#org.eclipse.m2m.atl.jtl2asp.multirelation#metamodels#ASP.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#it.univaq.mde.students.jtl2asp.multirelation#Metamodels#ASP.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#it.univaq.mde.students.jtl2asp.nomultirelation_condition#Metamodels#ASP.ecore"", ""rominaeramo$JTLframework$semantic-ancoring#org.eclipse.m2m.atl.jtl2asp.nomultirelation#metamodels#ASP.ecore"", ""rominaeramo$JTLframework$src#ASP[emftext]#metamodel#ASP.ecore""], [""rominaeramo$JTLframework$src#ASPMM[emftext]#metamodels#ASPMM.ecore"", ""rominaeramo$JTLframework$TCS#ASPmm#Metamodel#ASPmm.ecore"", ""rominaeramo$JTLframework$TCS#ASPmm#Metamodel#ASPMM3.ecore"", ""rominaeramo$JTLframework$TCS#ASPmm#Metamodel#ASPMM2.ecore"", ""rominaeramo$JTLframework$ASPMM-emftext#ASPMM[emftext]#metamodels#ASPMM.ecore""], [""rominaeramo$JTLframework$TCS#ASPm#Metamodel#TCS.ecore"", ""rominaeramo$JTLframework$TCS#ASPmm#Metamodel#TCS.ecore""], [""rominaeramo$JTLframework$ASPM-emftext#ASPM[emftext]#metamodels#ASPM.ecore"", ""rominaeramo$JTLframework$src#ASPM[emftext]#metamodels#ASPM.ecore""], [""rominaeramo$JTLframework$ASP-emftext#ASP[emftext]#metamodels#ASP.ecore"", ""rominaeramo$JTLframework$src#ASP[emftext]#samples#ASPv3.ecore""]]";Different modules reuse the same meta-model;Tutorial/assigments;;Different modules reuse the same meta-model;Tutorial/assigments;;;;;A
srirammails/emftriple;https://github.com/srirammails/emftriple;"[[""srirammails$emftriple$tags#0.6.2#examples#com.emf4sw.rdfizer.examples#src#resources#employee.ecore"", ""srirammails$emftriple$tags#0.6.2#examples#com.emftriple.example#model#employee.ecore"", ""srirammails$emftriple$tags#0.7#tests#com.emftriple.tests#model#employee.ecore"", ""srirammails$emftriple$tags#0.6.1#examples#com.emftriple.example#model#employee.ecore"", ""srirammails$emftriple$tags#0.7#tests#com.emftriple.example#model#employee.ecore"", ""srirammails$emftriple$tags#0.6.1#examples#com.emf4sw.rdfizer.examples#src#resources#employee.ecore""], [""srirammails$emftriple$tags#0.7#plugins#com.emf4sw.owl#model#owl.ecore"", ""srirammails$emftriple$tags#0.6.1#plugins#com.emf4sw.owl#model#owl.ecore"", ""srirammails$emftriple$tags#0.6.2#plugins#com.emf4sw.owl#model#owl.ecore""], [""srirammails$emftriple$tags#0.7#plugins#com.emftriple.query.jpql#src-gen#com#emftriple#query#Jpql.ecore"", ""srirammails$emftriple$tags#0.6.2#plugins#com.emftriple.query.mquery#src-gen#com#emftriple#query#MQuery.ecore"", ""srirammails$emftriple$tags#0.6.1#plugins#com.emftriple.query.mquery#src-gen#com#emftriple#query#MQuery.ecore""], [""srirammails$emftriple$tags#0.7#plugins#com.emftriple.query.sparql#src-gen#com#emftriple#query#Sparql.ecore"", ""srirammails$emftriple$tags#0.6.1#plugins#com.emftriple.query.sparql#src-gen#com#emftriple#query#Sparql.ecore"", ""srirammails$emftriple$tags#0.6.2#plugins#com.emftriple.query.sparql#src-gen#com#emftriple#query#Sparql.ecore""], [""srirammails$emftriple$tags#0.6.2#plugins#com.emf4sw.rdf#model#rdf.ecore"", ""srirammails$emftriple$tags#0.6.1#plugins#com.emf4sw.rdf#model#rdf.ecore""], [""srirammails$emftriple$tags#0.7#examples#org.social.network#model#network.ecore"", ""srirammails$emftriple$tags#0.7#examples#emf4sw.rdf.examples#model#network.ecore""], [""srirammails$emftriple$tags#0.7#tests#com.emf4sw.owl.transform.tests#models#c.ecore"", ""srirammails$emftriple$tags#0.7#tests#com.emf4sw.rdf.transform.tests#models#c.ecore""], [""srirammails$emftriple$tags#0.6.1#plugins#com.emftriple#src#com#emftriple#config#persistence.ecore"", ""srirammails$emftriple$tags#0.6.2#plugins#com.emftriple#src#com#emftriple#config#persistence.ecore""], [""srirammails$emftriple$tags#0.6.2#plugins#com.emftriple#src#com#emftriple#config#annotations.ecore"", ""srirammails$emftriple$tags#0.6.1#plugins#com.emftriple#src#com#emftriple#config#annotations.ecore""]]";Different versions of the same project;Testing/benchmarking/exampling of tools;;Testing/benchmarking/exampling of tools;Different versions of the same project;;;;;J
cbiegel/ArchitectureKnowledgeModel;https://github.com/cbiegel/ArchitectureKnowledgeModel;"[[""cbiegel$ArchitectureKnowledgeModel$org.eclipse.gmt.modisco.java#bin#org#eclipse#gmt#modisco#java#emf#impl#java.ecore"", ""cbiegel$ArchitectureKnowledgeModel$org.eclipse.gmt.modisco.java#src#org#eclipse#gmt#modisco#java#emf#impl#java.ecore"", ""cbiegel$ArchitectureKnowledgeModel$org.eclipse.gmt.modisco.java#model#java.ecore""], [""cbiegel$ArchitectureKnowledgeModel$org.emftrace.metamodel#src#org#emftrace#metamodel#OWLModel#impl#OWLModel.ecore"", ""cbiegel$ArchitectureKnowledgeModel$org.emftrace.metamodel#bin#org#emftrace#metamodel#OWLModel#impl#OWLModel.ecore""], [""cbiegel$ArchitectureKnowledgeModel$org.emftrace.metamodel#src#org#emftrace#metamodel#BPMN2Model#impl#BPMN2Model.ecore"", ""cbiegel$ArchitectureKnowledgeModel$org.emftrace.metamodel#bin#org#emftrace#metamodel#BPMN2Model#impl#BPMN2Model.ecore""], [""cbiegel$ArchitectureKnowledgeModel$org.emftrace.metamodel#src#org#emftrace#metamodel#UMLModel#impl#UMLModel.ecore"", ""cbiegel$ArchitectureKnowledgeModel$org.emftrace.metamodel#bin#org#emftrace#metamodel#UMLModel#impl#UMLModel.ecore""]]";Gen/bin is not gitignored;Duplication caused by technology;;Gen/bin is not gitignored;Duplication caused by technology;;;;;J
mcdeck/visualrest;https://github.com/mcdeck/visualrest;"[[""mcdeck$visualrest$docs#Metamodel#src#Rest.ecore"", ""mcdeck$visualrest$src#de.van_porten.vrest.core#model#Rest.ecore""], [""mcdeck$visualrest$src#de.van_porten.vrest.core#model#RestStructure.ecore"", ""mcdeck$visualrest$docs#Metamodel#src#RestStructure.ecore""], [""mcdeck$visualrest$src#de.van_porten.vrest.core#model#RestBehavior.ecore"", ""mcdeck$visualrest$docs#Metamodel#src#RestBehavior.ecore""]]";Unknown/missing information;;;Unknown/missing information;;;;;;J
a66as/capella-studio;https://github.com/a66as/capella-studio;"[[""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#Information.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#Information.ecore""], [""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#CompositeStructure.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#CompositeStructure.ecore""], [""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#EPBSArchitecture.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#EPBSArchitecture.ecore""], [""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#OperationalAnalysis.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#OperationalAnalysis.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#CapellaCommon.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#CapellaCommon.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#PhysicalArchitecture.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#PhysicalArchitecture.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.common.data.def#model#ModellingCore.ecore"", ""a66as$capella-studio$common#plugins#org.polarsys.capella.common.data.core.gen#model#ModellingCore.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.common.data.def#model#Activity.ecore"", ""a66as$capella-studio$common#plugins#org.polarsys.capella.common.data.activity.gen#model#Activity.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#ContextArchitecture.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#ContextArchitecture.ecore""], [""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#CapellaModeller.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#CapellaModeller.ecore""], [""a66as$capella-studio$common#plugins#org.polarsys.capella.common.data.behavior.gen#model#Behavior.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.common.data.def#model#Behavior.ecore""], [""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#FunctionalAnalysis.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#FunctionalAnalysis.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#Interaction.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#Interaction.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#LogicalArchitecture.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#LogicalArchitecture.ecore""], [""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#CapellaCore.ecore"", ""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#CapellaCore.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#SharedModel.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#SharedModel.ecore""], [""a66as$capella-studio$m2#plugins#org.polarsys.capella.core.data.def#model#Requirement.ecore"", ""a66as$capella-studio$core#plugins#org.polarsys.capella.core.data.gen#model#Requirement.ecore""]]";Unknown/missing information;;;Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;J
kit-sdq-emf-refactor-fork/edu.kit.ipd.sdq.emf.refactor;https://github.com/kit-sdq-emf-refactor-fork/edu.kit.ipd.sdq.emf.refactor;"[[""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#SpecializationAggregation1.ecore"", ""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#SpecializationAggregation2.ecore"", ""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#SpecializationAggregation.ecore""], [""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#ObligatoryContainerRelation.ecore"", ""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#RedundantContainerRelation.ecore""], [""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#MissingAbstractionDataClumps.ecore"", ""kit-sdq-emf-refactor-fork$edu.kit.ipd.sdq.emf.refactor$edu.kit.ipd.sdq.emf.refactor.tests#MissingAbstractionPrimitiveObsessionPrimitiveTypes.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
s-case/mde;https://github.com/s-case/mde;"[[""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#MDEMigratorPSMMetamodel.ecore"", ""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#MDEMigratorCIMMetamodel.ecore"", ""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#MDEMigratorPIMMetamodel.ecore""], [""s-case$mde$doc#ecore-meta-models#PIMMetamodel.ecore"", ""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#PIMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#PSMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#PSMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#AuthenticationCIMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#AuthenticationCIMMetamodel.ecore""], [""s-case$mde$doc#ecore-meta-models#SearchLayerCIMMetamodel.ecore"", ""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#SearchLayerCIMMetamodel.ecore""], [""s-case$mde$doc#ecore-meta-models#ExternalServiceLayerPIMMetamodel.ecore"", ""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#ExternalServiceLayerPIMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#SearchLayerPIMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#SearchLayerPIMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#CIMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#CIMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#SearchLayerPSMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#SearchLayerPSMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#AuthenticationPIMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#AuthenticationPIMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#AuthenticationPSMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#AuthenticationPSMMetamodel.ecore""], [""s-case$mde$eu.scasefp7.eclipse.mde.m2m#Metamodels#ExternalServiceLayerPSMMetamodel.ecore"", ""s-case$mde$doc#ecore-meta-models#ExternalServiceLayerPSMMetamodel.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
ntanibata/navigation;https://github.com/ntanibata/navigation;"[[""ntanibata$navigation$test#traffic-incidents-service#feed#org.genivi.trafficinfo.tpeg.tec.event-model#model#tec-events.ecore"", ""ntanibata$navigation$src#traffic-incidents-service#org.genivi.trafficincidentsservice.trafficincidenttables-model#model#TrafficIncidentTables.ecore""]]";Unknown/missing information;;;Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;J
UNIT-Research-Development/ModelTransformation;https://github.com/UNIT-Research-Development/ModelTransformation;"[[""UNIT-Research-Development$ModelTransformation$mdse.book.transformation.m2m.outplace#MM#sWML.ecore"", ""UNIT-Research-Development$ModelTransformation$mdse.book.transformation.m2m.inplace#MM#sWML.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;J
lschuetze/context-storyboard;https://github.com/lschuetze/context-storyboard;"[[""lschuetze$context-storyboard$de.larsschuetze.storyboard.metamodel2#model#metamodel.ecore"", ""lschuetze$context-storyboard$de.larsschuetze.storyboard.metamodel#src#main#model#metamodel.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;J
JMVARA/metagem;https://github.com/JMVARA/metagem;"[[""JMVARA$metagem$MeTAGeM.ui#src#kybele#metagem#ui#api#resources#ATL.ecore"", ""JMVARA$metagem$MeTAGeM#Metamodels#ATL.ecore"", ""JMVARA$metagem$MeTAGeM#Metamodels#ATL-0.2.ecore"", ""JMVARA$metagem$org.eclipse.m2m.atl.engine#src#org#eclipse#m2m#atl#engine#resources#ATL-0.2.ecore""], [""JMVARA$metagem$MeTAGeM#Metamodels#MM_Hybrid.ecore"", ""JMVARA$metagem$MeTAGeM.ui#src#kybele#metagem#ui#api#resources#MM_Hybrid.ecore"", ""JMVARA$metagem$mm_Hybrid#model#MM_Hybrid.ecore""], [""JMVARA$metagem$MeTAGeM#Metamodels#RubyTL.ecore"", ""JMVARA$metagem$MeTAGeM.ui#src#kybele#metagem#ui#api#resources#RubyTL#Metamodel#RubyTL.ecore"", ""JMVARA$metagem$RubyTL#model#RubyTL.ecore""], [""JMVARA$metagem$examples#Families2Persons#Metamodels#Persons.ecore"", ""JMVARA$metagem$MeTAGeM#Metamodels#Persons.ecore""], [""JMVARA$metagem$MeTAGeM#Metamodels#CMOF.ecore"", ""JMVARA$metagem$MeTAGeM.ui#src#kybele#metagem#ui#api#resources#CMOF.ecore""], [""JMVARA$metagem$MeTAGeM#Metamodels#metamodels_olds#ORDB4ORA.ecore"", ""JMVARA$metagem$MeTAGeM#Metamodels#ORDB4ORA.ecore""], [""JMVARA$metagem$MeTAGeM.ui#src#kybele#metagem#ui#api#resources#Ecore.ecore"", ""JMVARA$metagem$MeTAGeM#Metamodels#Ecore.ecore""], [""JMVARA$metagem$examples#Families2Persons#Metamodels#Families.ecore"", ""JMVARA$metagem$MeTAGeM#Metamodels#Families.ecore""], [""JMVARA$metagem$MeTAGeM#Metamodels#mw_metagem.ecore"", ""JMVARA$metagem$MeTAGeM.ui#src#kybele#metagem#ui#api#resources#mw_metagem.ecore""]]";Testing/benchmarking/exampling of tools;;;Different modules reuse the same meta-model;Testing/benchmarking/exampling of tools;;Different modules reuse the same meta-model;Testing/benchmarking/exampling of tools;;J
