repo;url;files;label 1 reviewer 1;label 2 reviewer 1;label 3 reviewer 1;label 1 reviewer 2;label 2 reviewer 2;label 3 reviewer 2;Final label 1;Final label 2;Final label 3;labeller
LorenzoBettini/org.eclipse.bpel;https://github.com/LorenzoBettini/org.eclipse.bpel;"[[""LorenzoBettini$org.eclipse.bpel$plugins#org.eclipse.bpel.ui.noEmbeddedEditors#uiextensionmodel.ecore"", ""LorenzoBettini$org.eclipse.bpel$plugins#org.eclipse.bpel.ui#uiextensionmodel.ecore""]]";Different versions of the same project;;;Different versions of the same project;;;;;;J
yamtl/viatra-cps-batch-benchmark;https://github.com/yamtl/viatra-cps-batch-benchmark;"[[""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.yamtl#src#main#resources#metamodels#model.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.data#cps2dep#model#model.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.viatra.eiq#model#model.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.xtend.plugin#metamodels#model.ecore""], [""yamtl$viatra-cps-batch-benchmark$m2m.batch.data#cps2dep#model#deployment.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.yamtl#src#main#resources#metamodels#deployment.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.xtend.plugin#metamodels#deployment.ecore""], [""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.yamtl#src#main#resources#metamodels#traceability.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.data#cps2dep#model#traceability.ecore"", ""yamtl$viatra-cps-batch-benchmark$m2m.batch.cps2dep.xtend.plugin#metamodels#traceability.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
mimm1/model-engineering;https://github.com/mimm1/model-engineering;"[[""mimm1$model-engineering$me_task2.2#metamodels#swml.ecore"", ""mimm1$model-engineering$task 2.1#model#swml.ecore""], [""mimm1$model-engineering$task 3#src#metamodel#smvcml.ecore"", ""mimm1$model-engineering$me_task2.2#metamodels#smvcml.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;J
syvelasquez10/AngularJStoAngular5;https://github.com/syvelasquez10/AngularJStoAngular5;"[[""syvelasquez10$AngularJStoAngular5$CadenaAngular#metamodels#angular.ecore"", ""syvelasquez10$AngularJStoAngular5$AngularJS2Angular5#model#angular.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;J
gssi/TraceabilityModel;https://github.com/gssi/TraceabilityModel;"[[""gssi$TraceabilityModel$case-study#evaluation#Families2Persons#Families.ecore"", ""gssi$TraceabilityModel$case-study#evaluation#Families2Persons#evo#Families.ecore""], [""gssi$TraceabilityModel$case-study#mm#Company.ecore"", ""gssi$TraceabilityModel$case-study#mm#evo#Company.ecore""], [""gssi$TraceabilityModel$case-study#evaluation#Book2Publication#Book.ecore"", ""gssi$TraceabilityModel$case-study#evaluation#Book2Publication#evo#Book.ecore""], [""gssi$TraceabilityModel$case-study#evaluation#Book2Publication#evo#evo#Publication.ecore"", ""gssi$TraceabilityModel$case-study#evaluation#Book2Publication#Publication.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
Qw4z1/mds;https://github.com/Qw4z1/mds;"[[""Qw4z1$mds$assignment3#model#manufacturingSystem.ecore"", ""Qw4z1$mds$assingment4#model#manufacturingSystem.ecore"", ""Qw4z1$mds$assignment5#assignment5_example#model#manufacturingSystem.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;J
problem-frames/openpf;https://github.com/problem-frames/openpf;"[[""problem-frames$openpf$workspace#argument#src#argument#Argument.ecore"", ""problem-frames$openpf$workspace#argument#src-gen#argument#Argument.ecore""], [""problem-frames$openpf$workspace#problem#src-gen#uk#ac#open#Problem.ecore"", ""problem-frames$openpf$workspace#problem#samples#Problem.ecore""]]";Gen/bin is not gitignored;;;Gen/bin is not gitignored;;;;;;J
masters-info-nantes/Sirius-M2-project-GARPERR;https://github.com/masters-info-nantes/Sirius-M2-project-GARPERR;"[[""masters-info-nantes$Sirius-M2-project-GARPERR$angular.ecore"", ""masters-info-nantes$Sirius-M2-project-GARPERR$fr.univnantes.alma.angular#model#angular.ecore""]]";Unknown/missing information;;;Unknown/missing information;;;;;;J
ctranoris/fstoolkit;https://github.com/ctranoris/fstoolkit;"[[""ctranoris$fstoolkit$gr.upatras.ece.wcl.radl#src-gen#gr#upatras#ece#wcl#Radl.ecore"", ""ctranoris$fstoolkit$gr.upatras.ece.wcl.radl2#src-gen#gr#upatras#ece#wcl#radl2#Radl.ecore""], [""ctranoris$fstoolkit$gr.upatras.ece.nam.broker.model#model#Broker.ecore"", ""ctranoris$fstoolkit$org.panlab.software.office.model#model#FederationOffice.ecore""]]";Different versions of the same project;;;Different modules reuse the same meta-model;Different versions of the same project;;Different modules reuse the same meta-model;Different versions of the same project;;J
levelsix/mobsters-server-aws;https://github.com/levelsix/mobsters-server-aws;"[[""levelsix$mobsters-server-aws$mobsters-functional#domain-model#src#main#model#player.ecore"", ""levelsix$mobsters-server-aws$mobsters-functional#domain-model#src#main#java#com#lvl6#mobsters#domainmodel#player#impl#player.ecore""]]";Duplication caused by technology;;;Duplication caused by technology;;;;;;J
kortef/Cloud-Resource-Modelling;https://github.com/kortef/Cloud-Resource-Modelling;"[[""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca2occi#testdata#specifictypes.ecore"", ""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca.gen.extension#testdata#specifictypes.ecore""], [""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca.gen.extension#testdata#sugarcrmtypes.ecore"", ""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca2occi#testdata#sugarcrmtypes.ecore""], [""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca.gen.extension#src#model#testtypes.ecore"", ""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca.gen.extension#src#model#toscatest.ecore""], [""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca.gen.extension#testdata#basetypes.ecore"", ""kortef$Cloud-Resource-Modelling$de.ugoe.cs.oco#bundles#de.ugoe.cs.oco.tosca2occi#testdata#basetypes.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
prerit2010/imogene;https://github.com/prerit2010/imogene;"[[""prerit2010$imogene$gen-common#org.imogene.oaw.generator.common#src#metamodel#ImogeneModel.ecore"", ""prerit2010$imogene$model#org.imogene.model.core#model#ImogeneModel.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;J
gemoc/activitydiagram;https://github.com/gemoc/activitydiagram;"[[""gemoc$activitydiagram$dev#gemoc_concurrent#language_workbench#org.gemoc.activitydiagram.concurrent.xactivitydiagram#model#XActivityDiagram.ecore"", ""gemoc$activitydiagram$dev#gemoc_concurrent#language_workbench#org.gemoc.activitydiagram.concurrent#model-gen#XActivityDiagramMT.ecore"", ""gemoc$activitydiagram$dev#plainK3#org.modelexecution.operationalsemantics.ad#ad#activitydiagram.ecore""], [""gemoc$activitydiagram$dev#gemoc_sequential#language_workbench#org.gemoc.activitydiagram.sequential.model#ad#activitydiagram.ecore"", ""gemoc$activitydiagram$dev#gemoc_concurrent#language_workbench#org.gemoc.activitydiagram.concurrent.model#ad#activitydiagram.ecore""], [""gemoc$activitydiagram$dev#gemoc_sequential#language_workbench#org.gemoc.activitydiagram.sequential#model-gen#XActivityDiagramMT.ecore"", ""gemoc$activitydiagram$dev#gemoc_sequential#language_workbench#org.gemoc.activitydiagram.sequential.xactivitydiagram#model#XActivityDiagram.ecore""]]";Unknown/missing information;;;Unknown/missing information;;;Unknown/missing information;;;J
NanaEB/jastemf;https://github.com/NanaEB/jastemf;"[[""NanaEB$jastemf$jastemf-examples#picojava#org.jastemf.picojava#specifications#model#picojava.ecore"", ""NanaEB$jastemf$jastemf#org.jastemf.converter.test#specifications#jastadd2ecore-test#result#picojava.ecore""]]";Unknown/missing information;;;Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;J
Iasi-C-CPP-Developers-Meetup/presentations-code-samples;https://github.com/Iasi-C-CPP-Developers-Meetup/presentations-code-samples;"[[""Iasi-C-CPP-Developers-Meetup$presentations-code-samples$filorom#dsl#ro.meetup.cpp.dsl#src-gen#ro#meetup#cpp#dsl#DbDsl.ecore"", ""Iasi-C-CPP-Developers-Meetup$presentations-code-samples$filorom#dsl#ro.meetup.cpp.dsl#bin#ro#meetup#cpp#dsl#DbDsl.ecore""]]";Gen/bin is not gitignored;;;Gen/bin is not gitignored;;;;;;J
extFM/extFM-Tooling;https://github.com/extFM/extFM-Tooling;"[[""extFM$extFM-Tooling$plugins#org.js.model.stageconfig#model#org_stageconfig.ecore"", ""extFM$extFM-Tooling$plugins#org.js.model.stageconfig#model#stageconfig.ecore"", ""extFM$extFM-Tooling$plugins#org.js.model.feature.ptnet.m2m.atl#src#main#metamodel#stageconfig.ecore""], [""extFM$extFM-Tooling$plugins#org.js.model.feature.ptnet.m2m.atl#src#main#metamodel#feature.ecore"", ""extFM$extFM-Tooling$plugins#org.js.model.feature.ptnet.m2m.atl#src#main#metamodel#feature_old.ecore""]]";Different modules reuse the same meta-model;Versioning by explicit duplication;;Different modules reuse the same meta-model;Versioning by explicit duplication;;;;;A
Serranya/org.eclipse.oomph;https://github.com/Serranya/org.eclipse.oomph;"[[""Serranya$org.eclipse.oomph$setups#models#Predicates.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.predicates#model#Predicates.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#predicates.ecore""], [""Serranya$org.eclipse.oomph$setups#models#WorkingSets.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.workingsets#model#WorkingSets.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#workingsets.ecore""], [""Serranya$org.eclipse.oomph$setups#models#Targlets.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.targlets#model#Targlets.ecore""], [""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.git#model#Git.ecore"", ""Serranya$org.eclipse.oomph$setups#models#Git.ecore""], [""Serranya$org.eclipse.oomph$setups#models#JDT.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.jdt#model#JDT.ecore""], [""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.mylyn#model#Mylyn.ecore"", ""Serranya$org.eclipse.oomph$setups#models#Mylyn.ecore""], [""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.pde#model#PDE.ecore"", ""Serranya$org.eclipse.oomph$setups#models#PDE.ecore""], [""Serranya$org.eclipse.oomph$setups#models#Maven.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.maven#model#Maven.ecore""], [""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.resources#model#Resources.ecore"", ""Serranya$org.eclipse.oomph$setups#models#Resources.ecore""], [""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.workbench#model#Workbench.ecore"", ""Serranya$org.eclipse.oomph$setups#models#Workbench.ecore""], [""Serranya$org.eclipse.oomph$setups#models#SetupTarglets.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.targlets#model#SetupTarglets.ecore""], [""Serranya$org.eclipse.oomph$setups#models#Projects.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.projects#model#Projects.ecore""], [""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.projectconfig#model#ProjectConfig.ecore"", ""Serranya$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#projectconfig.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;A
dice-project/DICE-Simulation;https://github.com/dice-project/DICE-Simulation;"[[""dice-project$DICE-Simulation$bundles#es.unizar.disco.pnml.m2m#examples#metamodels#petrinet#hlcorestructure.ecore"", ""dice-project$DICE-Simulation$bundles#es.unizar.disco.pnml.m2m#examples#metamodels#petrinet#pnmlcoremodel.ecore"", ""dice-project$DICE-Simulation$bundles#es.unizar.disco.pnml.m2m#examples#metamodels#petrinet#placeTransition.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
robywan27/model-driven-engineering-project;https://github.com/robywan27/model-driven-engineering-project;"[[""robywan27$model-driven-engineering-project$it.polimi.ase.projectB2.team20#metamodel#fashion.ecore"", ""robywan27$model-driven-engineering-project$it.polimi.ase.projectB2.team20.xtext#model#generated#FashionDsl.ecore""]]";Different modules reuse the same meta-model;;;Tutorial/assigments;;;Different modules reuse the same meta-model;;;J
gsocImogene/gsoc2015Imogene;https://github.com/gsocImogene/gsoc2015Imogene;"[[""gsocImogene$gsoc2015Imogene$imogene#model#org.imogene.model.core#model#ImogeneModel.ecore"", ""gsocImogene$gsoc2015Imogene$imogene#gen-common#org.imogene.oaw.generator.common#src#metamodel#ImogeneModel.ecore""]]";Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;;;;J
UNC-Libraries/metadata-model-tools;https://github.com/UNC-Libraries/metadata-model-tools;"[[""UNC-Libraries$metadata-model-tools$mods.model#src#gov#loc#mods#mods#impl#mods.ecore"", ""UNC-Libraries$metadata-model-tools$mods.model#model#mods.ecore""]]";Duplication caused by technology;;;Duplication caused by technology;;;;;;J
OpenModelica/MDT;https://github.com/OpenModelica/MDT;"[[""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.modeleditor#model#Modeleditor.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.modeleditor#model#Modeleditor.ecore"", ""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.modeleditor#src-gen#org#openmodelica#modelicaml#editor#xtext#model#Modeleditor.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.modeleditor#src-gen#org#openmodelica#modelicaml#editor#xtext#model#Modeleditor.ecore""], [""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.valuebinding.mediator#src-gen#org#openmodelica#modelicaml#editor#xtext#valuebinding#Mediator.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.valuebinding.mediator#src-gen#org#openmodelica#modelicaml#editor#xtext#valuebinding#Mediator.ecore""], [""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.algorithmsection#src-gen#org#openmodelica#modelicaml#editor#xtext#algorithm#Algorithmsection.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.algorithmsection#src-gen#org#openmodelica#modelicaml#editor#xtext#algorithm#Algorithmsection.ecore""], [""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.modeleditor#model#Ecore.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.modeleditor#model#Ecore.ecore""], [""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.valuebinding.client#src-gen#org#openmodelica#modelicaml#editor#xtext#valuebinding#Client.ecore"", ""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.valuebinding.client#src-gen#org#openmodelica#modelicaml#editor#xtext#valuebinding#Client.ecore""], [""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.modification#src-gen#org#openmodelica#modelicaml#editor#xtext#modification#Modification.ecore"", ""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.modification#src-gen#org#openmodelica#modelicaml#editor#xtext#modification#Modification.ecore""], [""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.declaration#src-gen#org#openmodelica#modelicaml#editor#xtext#declaration#Declaration.ecore"", ""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.declaration#src-gen#org#openmodelica#modelicaml#editor#xtext#declaration#Declaration.ecore""], [""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.valuebinding.provider#src-gen#org#openmodelica#modelicaml#editor#xtext#valuebinding#Provider.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.valuebinding.provider#src-gen#org#openmodelica#modelicaml#editor#xtext#valuebinding#Provider.ecore""], [""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.equationsection#src-gen#org#openmodelica#modelicaml#editor#xtext#equation#Equationsection.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.equationsection#src-gen#org#openmodelica#modelicaml#editor#xtext#equation#Equationsection.ecore""], [""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.activitycontrolflowguardexpression#src-gen#org#openmodelica#modelicaml#editor#xtext#activity#Activitycontrolflowguardexpression.ecore"", ""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.activitycontrolflowguardexpression#src-gen#org#openmodelica#modelicaml#editor#xtext#activity#Activitycontrolflowguardexpression.ecore""], [""OpenModelica$MDT$modelicaml#org.openmodelica.modelicaml.editor.xtext.statetransitionguardexpression#src-gen#org#openmodelica#modelicaml#editor#xtext#state#Statetransitionguardexpression.ecore"", ""OpenModelica$MDT$modelicaml#kepler#org.openmodelica.modelicaml.editor.xtext.statetransitionguardexpression#src-gen#org#openmodelica#modelicaml#editor#xtext#state#Statetransitionguardexpression.ecore""]]";Different versions of the same project;Gen/bin is not gitignored;;Gen/bin is not gitignored;Different versions of the same project;;;;;J
adbetin/ClassLayout2Frontend;https://github.com/adbetin/ClassLayout2Frontend;"[[""adbetin$ClassLayout2Frontend$_archivo#Ciclo 3#co.classLayout2Frontend#model#classLayout2Frontend.ecore"", ""adbetin$ClassLayout2Frontend$_archivo#Ciclo 1#co.classLayout2Frontend#model#classLayout2Frontend.ecore"", ""adbetin$ClassLayout2Frontend$co.classLayout2Frontend#model#classLayout2Frontend.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;J
177arc/digital-media-service-desktop;https://github.com/177arc/digital-media-service-desktop;"[[""177arc$digital-media-service-desktop$development#tags#Release 1.2.0#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3.2#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.0.0#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#trunk#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3.4#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3.3a#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.0.1#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.1#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.1.1#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3.3#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3.1#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.2.1#org.onceforall.dms.desktop#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.0.2#org.onceforall.dms.desktop#models#core.ecore""], [""177arc$digital-media-service-desktop$development#trunk#org.onceforall.metamodeller#models#core.ecore"", ""177arc$digital-media-service-desktop$development#tags#Release 1.3.4#org.onceforall.metamodeller#models#core.ecore""]]";Different versions of the same project;;;Different versions of the same project;;;;;;J
a66as/kitalpha;https://github.com/a66as/kitalpha;"[[""a66as$kitalpha$composer#plugins#org.polarsys.kitalpha.composer.metamodel.allocation.base.model#model#allocation.ecore"", ""a66as$kitalpha$composer#plugins#org.polarsys.kitalpha.composer.metamodel.allocation.base.ecore#model#allocation.ecore""], [""a66as$kitalpha$architecture description#dsl#plugins#org.polarsys.kitalpha.ad.viewpoint.dsl.cs.text.desc#src-gen#org#polarsys#kitalpha#ad#viewpoint#dsl#cs#text#Vpspec.ecore"", ""a66as$kitalpha$architecture description#dsl#plugins#org.polarsys.kitalpha.ad.viewpoint.dsl.cs.text.desc#model#generated#Vpspec.ecore""]]";Different modules reuse the same meta-model;Gen/bin is not gitignored;;Different modules reuse the same meta-model;Gen/bin is not gitignored;;;;;J
MDEGroup/MDEForge;https://github.com/MDEGroup/MDEForge;"[[""MDEGroup$MDEForge$mdeforge#src#main#resources#utils#ATL.ecore"", ""MDEGroup$MDEForge$mdeforge#src#main#resources#utils#ATL2.ecore""], [""MDEGroup$MDEForge$mdeforge#src#main#resources#utils#Metric.ecore"", ""MDEGroup$MDEForge$mdeforge#src#main#java#org#mdeforge#emf#metric#Metric.ecore""]]";Versioning by explicit duplication;Different modules reuse the same meta-model;;Versioning by explicit duplication;Duplication caused by technology;;Versioning by explicit duplication;Duplication caused by technology;;J
BackupTheBerlios/qedo-svn;https://github.com/BackupTheBerlios/qedo-svn;"[[""BackupTheBerlios$qedo-svn$tags#qedomodeller_yang#CCMEditor#CCMModel.ecore"", ""BackupTheBerlios$qedo-svn$trunk#qedomodeller#CCMEditor#CCMModel.ecore"", ""BackupTheBerlios$qedo-svn$branches#kcg_unix_fixes#qedomodeller#CCMEditor#CCMModel.ecore"", ""BackupTheBerlios$qedo-svn$trunk#qedomodeller#CCMModel#src#model#CCMModel.ecore""]]";Different versions of the same project;;;Different versions of the same project;;;;;;J
peterkir/org.eclipse.oomph;https://github.com/peterkir/org.eclipse.oomph;"[[""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#workingsets.ecore"", ""peterkir$org.eclipse.oomph$setups#models#WorkingSets.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.workingsets#model#WorkingSets.ecore""], [""peterkir$org.eclipse.oomph$setups#models#Predicates.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.predicates#model#Predicates.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#predicates.ecore""], [""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.base#model#legacy#projectconfig.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.projectconfig#model#ProjectConfig.ecore""], [""peterkir$org.eclipse.oomph$setups#models#Workbench.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.workbench#model#Workbench.ecore""], [""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.mylyn#model#Mylyn.ecore"", ""peterkir$org.eclipse.oomph$setups#models#Mylyn.ecore""], [""peterkir$org.eclipse.oomph$setups#models#Resources.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.resources#model#Resources.ecore""], [""peterkir$org.eclipse.oomph$setups#models#Git.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.git#model#Git.ecore""], [""peterkir$org.eclipse.oomph$setups#models#PDE.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.pde#model#PDE.ecore""], [""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.targlets#model#Targlets.ecore"", ""peterkir$org.eclipse.oomph$setups#models#Targlets.ecore""], [""peterkir$org.eclipse.oomph$setups#models#Projects.ecore"", ""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.projects#model#Projects.ecore""], [""peterkir$org.eclipse.oomph$plugins#org.eclipse.oomph.setup.targlets#model#SetupTarglets.ecore"", ""peterkir$org.eclipse.oomph$setups#models#SetupTarglets.ecore""]]";Unknown/missing information;;;Different modules reuse the same meta-model;;;Different modules reuse the same meta-model;;;J
Doelia/M2-modeles;https://github.com/Doelia/M2-modeles;"[[""Doelia$M2-modeles$eclipse#1124f_TP5#model#maps.ecore"", ""Doelia$M2-modeles$eclipse#1013f_TP2#model#maps.ecore""]]";Tutorial/assigments;;;Tutorial/assigments;;;;;;J
staszbalazs/PSMToUITransformations;https://github.com/staszbalazs/PSMToUITransformations;"[[""staszbalazs$PSMToUITransformations$Epsilon_Transformation#psm_meta#src#model#psm.ecore"", ""staszbalazs$PSMToUITransformations$VIATRA_Transformation#psm_meta#src#model#psm.ecore""], [""staszbalazs$PSMToUITransformations$Epsilon_Transformation#ui_meta#src#model#psmToUiTypeMapping.ecore"", ""staszbalazs$PSMToUITransformations$VIATRA_Transformation#ui_meta#src#model#psmToUiTypeMapping.ecore""], [""staszbalazs$PSMToUITransformations$VIATRA_Transformation#ui_meta#src#model#ui.ecore"", ""staszbalazs$PSMToUITransformations$Epsilon_Transformation#ui_meta#src#model#ui.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
viadee/i2t;https://github.com/viadee/i2t;"[[""viadee$i2t$model#powrmart.ecore"", ""viadee$i2t$src#main#java#Powrmart#impl#Powrmart.ecore""]]";Duplication caused by technology;;;Duplication caused by technology;;;;;;J
diverse-project/k3;https://github.com/diverse-project/k3;"[[""diverse-project$k3$k3-sample#fsm.metamodel#model#fsm.ecore"", ""diverse-project$k3$k3-samples-deployed#k3.sample.plugin.hello_ecore#sample_models#fsm.ecore"", ""diverse-project$k3$k3-sample#kmfk3#fsm.ecore"", ""diverse-project$k3$k3-sample#aspectinherithanceexample#fsm.ecore"", ""diverse-project$k3$k3-sample#fsm#fsm.ecore"", ""diverse-project$k3$k3-sample#fr.inria.diverse.k3.eclipse.sample#fsm.ecore"", ""diverse-project$k3$k3-tools#fr.inria.diverse.k3.tools.aspectGenerator#fsm.ecore"", ""diverse-project$k3$k3-tools#fr.inria.diverse.k3.tools.archetype#src#main#resources#archetype-resources#fsm.ecore"", ""diverse-project$k3$k3-sample#serveralaspectonthesamemetaclasse#fsm.ecore""], [""diverse-project$k3$k3-tools#fr.inria.diverse.k3.tools.aspectGenerator#ASMLogo.ecore"", ""diverse-project$k3$k3-samples-deployed#logo#k3.sample.maven.logo.model#model#ASMLogo.ecore""]]";Testing/benchmarking/exampling of tools;;;Testing/benchmarking/exampling of tools;;;;;;J
